time,ensemble,siteID,obs_flag,nee,le,vswc,forecast,data_assimilation
2021-01-25,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-25,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-25,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-25,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-26,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-26,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-26,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-26,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-26,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-26,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-26,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-26,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-27,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-27,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-27,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-27,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-27,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-27,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-27,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-27,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-28,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-28,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-28,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-28,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-28,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-28,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-28,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-28,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-29,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-29,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-29,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-29,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-29,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-29,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-29,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-29,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-30,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-30,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-30,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-30,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-30,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-30,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-30,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-30,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-01-31,1,BART,1,0.70689257,11.12791304,0,1,0
2021-01-31,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-01-31,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-01-31,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-01-31,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-01-31,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-01-31,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-01-31,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-02-01,1,BART,1,0.70689257,11.12791304,0,1,0
2021-02-01,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-02-01,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-02-01,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-02-01,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-02-01,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-02-01,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-02-01,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-02-02,1,BART,1,0.70689257,11.12791304,0,1,0
2021-02-02,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-02-02,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-02-02,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-02-02,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-02-02,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-02-02,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-02-02,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-02-03,1,BART,1,0.70689257,11.12791304,0,1,0
2021-02-03,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-02-03,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-02-03,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-02-03,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-02-03,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-02-03,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-02-03,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-02-04,1,BART,1,0.70689257,11.12791304,0,1,0
2021-02-04,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-02-04,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-02-04,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-02-04,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-02-04,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-02-04,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-02-04,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
2021-02-05,1,BART,1,0.70689257,11.12791304,0,1,0
2021-02-05,1,BART,1,0.958119932,13.18973357,0.05,1,0
2021-02-05,1,KONZ,1,0.409397212,4.469211557,0.224024182,1,0
2021-02-05,1,KONZ,1,0.379592629,6.05275386,0.004059022,1,0
2021-02-05,1,OSBS,1,0.64087588,41.1831766,0.173853697,1,0
2021-02-05,1,OSBS,1,5.05713109,60.48557094,0.002343187,1,0
2021-02-05,1,SRER,1,-0.731720355,38.53769039,0.012811326,1,0
2021-02-05,1,SRER,1,0.576635966,20.52364356,8.94E-05,1,0
